run_id,group_id,dataset,model,imr,seed_alias,acc_pct,wf1_pct,recorded_best_epoch,recorded_dev_wf1_pct,source_status,process_return_code,nonzero_exit,log_available,log_metrics_match,evidence_id
G28-seed4,G28,CMU-MOSEI,MMGCN+AMBER,"(0.5,0.7,0.3)",seed4,80.15960374243258,80.03283615837856,6,80.00844710066067,ok,3221226505,True,True,True,G28-seed4-E
G28-seed5,G28,CMU-MOSEI,MMGCN+AMBER,"(0.5,0.7,0.3)",seed5,80.48981838194827,79.95288775975929,10,79.24033669064487,ok,3221226505,True,True,True,G28-seed5-E
G29-seed1,G29,CMU-MOSEI,MMGCN+AMBER,"(0.7,0.3,0.5)",seed1,85.00275178866264,84.84740440124821,16,83.95806525101865,ok,3221226505,True,True,True,G29-seed1-E
G29-seed2,G29,CMU-MOSEI,MMGCN+AMBER,"(0.7,0.3,0.5)",seed2,84.75509080902587,84.58657151762719,14,84.5060866863633,ok,3221226505,True,True,True,G29-seed2-E
G29-seed3,G29,CMU-MOSEI,MMGCN+AMBER,"(0.7,0.3,0.5)",seed3,84.8651623555311,84.70088365560864,8,85.6354477891899,ok,3221226505,True,True,True,G29-seed3-E
G29-seed4,G29,CMU-MOSEI,MMGCN+AMBER,"(0.7,0.3,0.5)",seed4,84.67253714914695,84.63767564146404,4,84.87657426539421,ok,3221226505,True,True,True,G29-seed4-E
G29-seed5,G29,CMU-MOSEI,MMGCN+AMBER,"(0.7,0.3,0.5)",seed5,85.03026967528893,84.94134933573616,12,85.2381086431958,ok,3221226505,True,True,True,G29-seed5-E
G30-seed1,G30,CMU-MOSEI,MMGCN+AMBER,"(0.7,0.5,0.3)",seed1,82.96642817831591,82.81644591943214,6,81.88859247667098,ok,3221226505,True,True,True,G30-seed1-E
G30-seed2,G30,CMU-MOSEI,MMGCN+AMBER,"(0.7,0.5,0.3)",seed2,83.02146395156852,82.82179976113245,10,84.44834110163998,ok,3221226505,True,True,True,G30-seed2-E
G30-seed3,G30,CMU-MOSEI,MMGCN+AMBER,"(0.7,0.5,0.3)",seed3,82.47110621904238,82.45082855919658,5,83.35290325526633,ok,3221226505,True,True,True,G30-seed3-E
G30-seed4,G30,CMU-MOSEI,MMGCN+AMBER,"(0.7,0.5,0.3)",seed4,83.26912493120528,83.12340379253746,6,82.9826395267128,ok,3221226505,True,True,True,G30-seed4-E
G30-seed5,G30,CMU-MOSEI,MMGCN+AMBER,"(0.7,0.5,0.3)",seed5,83.15905338470006,82.80301157449988,6,81.96545840890077,ok,3221226505,True,True,True,G30-seed5-E
G31-seed1,G31,CMU-MOSEI,MM-DFN+AMBER,"(0.3,0.5,0.7)",seed1,82.9389102916896,82.7903130779165,8,82.91059348045945,ok,3221226505,True,True,True,G31-seed1-E
G31-seed2,G31,CMU-MOSEI,MM-DFN+AMBER,"(0.3,0.5,0.7)",seed2,82.44358833241607,82.47205494052804,7,82.22894279768403,ok,3221226505,True,True,True,G31-seed2-E
G31-seed3,G31,CMU-MOSEI,MM-DFN+AMBER,"(0.3,0.5,0.7)",seed3,82.9389102916896,82.93371699078614,8,82.57793734804288,ok,3221226505,True,True,True,G31-seed3-E
G31-seed4,G31,CMU-MOSEI,MM-DFN+AMBER,"(0.3,0.5,0.7)",seed4,82.82883874518437,82.75393033324255,16,82.86933616111783,ok,3221226505,True,True,True,G31-seed4-E
G31-seed5,G31,CMU-MOSEI,MM-DFN+AMBER,"(0.3,0.5,0.7)",seed5,82.6086956521739,82.64676668876949,12,82.76157064108006,ok,3221226505,True,True,True,G31-seed5-E
G32-seed1,G32,CMU-MOSEI,MM-DFN+AMBER,"(0.3,0.7,0.5)",seed1,79.63676389653274,79.33995773192196,3,78.71552846299899,ok,3221226505,True,True,True,G32-seed1-E
G32-seed2,G32,CMU-MOSEI,MM-DFN+AMBER,"(0.3,0.7,0.5)",seed2,79.60924600990644,79.32721860286719,7,79.71940127460502,ok,3221226505,True,True,True,G32-seed2-E
G32-seed3,G32,CMU-MOSEI,MM-DFN+AMBER,"(0.3,0.7,0.5)",seed3,79.93946064942212,79.49847350704935,7,80.141871714745,ok,3221226505,True,True,True,G32-seed3-E
G32-seed4,G32,CMU-MOSEI,MM-DFN+AMBER,"(0.3,0.7,0.5)",seed4,80.10456796917997,79.82095270276646,6,78.73567331503605,ok,3221226505,True,True,True,G32-seed4-E
G32-seed5,G32,CMU-MOSEI,MM-DFN+AMBER,"(0.3,0.7,0.5)",seed5,79.82938910291689,79.47097858336119,6,80.07722773124065,ok,3221226505,True,True,True,G32-seed5-E
G33-seed1,G33,CMU-MOSEI,MM-DFN+AMBER,"(0.5,0.3,0.7)",seed1,84.81012658227847,84.64827306265353,14,85.2071687367541,ok,3221226505,True,True,True,G33-seed1-E
G33-seed2,G33,CMU-MOSEI,MM-DFN+AMBER,"(0.5,0.3,0.7)",seed2,84.75509080902587,84.7116868303609,10,85.25310924754656,ok,3221226505,True,True,True,G33-seed2-E
G33-seed3,G33,CMU-MOSEI,MM-DFN+AMBER,"(0.5,0.3,0.7)",seed3,84.8926802421574,84.87757064816694,16,84.40406674938895,ok,3221226505,True,True,True,G33-seed3-E
G33-seed4,G33,CMU-MOSEI,MM-DFN+AMBER,"(0.5,0.3,0.7)",seed4,84.8651623555311,84.84407634611591,10,84.68699847719303,ok,3221226505,True,True,True,G33-seed4-E
G33-seed5,G33,CMU-MOSEI,MM-DFN+AMBER,"(0.5,0.3,0.7)",seed5,84.72757292239956,84.54174547375969,15,83.98421010955256,ok,3221226505,True,True,True,G33-seed5-E
G34-seed1,G34,CMU-MOSEI,MM-DFN+AMBER,"(0.5,0.7,0.3)",seed1,79.71931755641167,79.56746045866839,12,78.28008116773943,ok,3221226505,True,True,True,G34-seed1-E
G34-seed2,G34,CMU-MOSEI,MM-DFN+AMBER,"(0.5,0.7,0.3)",seed2,80.21463951568519,79.52934343767487,7,79.8837446250354,ok,3221226505,True,True,True,G34-seed2-E
G34-seed3,G34,CMU-MOSEI,MM-DFN+AMBER,"(0.5,0.7,0.3)",seed3,79.63676389653274,79.5548962893606,7,79.18891704092391,ok,3221226505,True,True,True,G34-seed3-E
G34-seed4,G34,CMU-MOSEI,MM-DFN+AMBER,"(0.5,0.7,0.3)",seed4,79.69179966978535,79.48743334662775,10,79.93040662870364,ok,3221226505,True,True,True,G34-seed4-E
G34-seed5,G34,CMU-MOSEI,MM-DFN+AMBER,"(0.5,0.7,0.3)",seed5,79.8569069895432,79.62614461320237,14,80.58922809569403,ok,3221226505,True,True,True,G34-seed5-E
G35-seed1,G35,CMU-MOSEI,MM-DFN+AMBER,"(0.7,0.3,0.5)",seed1,84.70005503577325,84.6091732181421,11,84.85978043919748,ok,3221226505,True,True,True,G35-seed1-E
G35-seed2,G35,CMU-MOSEI,MM-DFN+AMBER,"(0.7,0.3,0.5)",seed2,85.05778756191525,84.89708782940556,8,85.32357625268105,ok,3221226505,True,True,True,G35-seed2-E
G35-seed3,G35,CMU-MOSEI,MM-DFN+AMBER,"(0.7,0.3,0.5)",seed3,84.97523390203632,84.81811723139526,5,84.85103821174535,ok,3221226505,True,True,True,G35-seed3-E
G35-seed4,G35,CMU-MOSEI,MM-DFN+AMBER,"(0.7,0.3,0.5)",seed4,84.70005503577325,84.64114310263935,11,86.09179415855354,ok,3221226505,True,True,True,G35-seed4-E
G35-seed5,G35,CMU-MOSEI,MM-DFN+AMBER,"(0.7,0.3,0.5)",seed5,85.38800220143094,85.28398672513318,4,84.6043065525713,ok,3221226505,True,True,True,G35-seed5-E
G36-seed1,G36,CMU-MOSEI,MM-DFN+AMBER,"(0.7,0.5,0.3)",seed1,82.27848101265823,82.18577721982109,14,81.6044919665011,ok,3221226505,True,True,True,G36-seed1-E
G36-seed2,G36,CMU-MOSEI,MM-DFN+AMBER,"(0.7,0.5,0.3)",seed2,82.19592735277931,82.21837346556603,9,83.06631386872021,ok,3221226505,True,True,True,G36-seed2-E
G36-seed3,G36,CMU-MOSEI,MM-DFN+AMBER,"(0.7,0.5,0.3)",seed3,82.85635663181068,82.64071543958673,5,83.4230197857058,ok,3221226505,True,True,True,G36-seed3-E
G36-seed4,G36,CMU-MOSEI,MM-DFN+AMBER,"(0.7,0.5,0.3)",seed4,83.81948266373142,83.66924653719529,6,83.07363451586646,ok,3221226505,True,True,True,G36-seed4-E
G36-seed5,G36,CMU-MOSEI,MM-DFN+AMBER,"(0.7,0.5,0.3)",seed5,83.13153549807375,82.68483652048351,4,81.24566948568429,ok,3221226505,True,True,True,G36-seed5-E
