run_id,group_id,dataset,model,imr,seed_alias,log_file,original_log_sha256,redacted_log_sha256,original_line_count,retained_original_line_count,sanitized_line_count,removed_line_count,epoch_summary_count,final_best_epoch,final_acc_pct,final_wf1_pct,best_report_acc,best_report_weighted_f1,best_report_support,best_report_matches_final_scalars_4dp,source_status,process_return_code
G12-seed5,G12,IEMOCAP,MMGCN+AMBER,"(0.7,0.5,0.3)",seed5,run_logs/G12/G12-seed5.log,5f6f212d03bccfb1fa729c8d580e0f9b9e922697589b03318398ef1d728a5350,ff25a53a4ef604c1968be29b1ad8ee22bf68053a8ae215b963b9d2cd7af2953d,1740,579,2,1159,68,42,62.90819470117067,62.21687494207959,0.6291,0.6222,1623,True,ok,3221226505
G13-seed1,G13,IEMOCAP,MM-DFN+AMBER,"(0.3,0.5,0.7)",seed1,run_logs/G13/G13-seed1.log,e3d60dbb052e947cea2205bf255035eec2953bc6b2e7e74a341784068c8c1e99,6d207587959986765bcb4e1aebc8b30332abfe61d80522ae5fe3a0f2f1e2df7f,1439,475,2,962,55,29,67.28280961182995,66.92545452198331,0.6728,0.6693,1623,True,ok,3221226505
G13-seed2,G13,IEMOCAP,MM-DFN+AMBER,"(0.3,0.5,0.7)",seed2,run_logs/G13/G13-seed2.log,01771a94d9fdc76e37b8b42cd5d2cb75aa547d6fd6f4d4a0d6298f4ef7693d0b,82007e8e218486d7966699f6033e0263dbc32bdb34572c1df685ff8526a4c8fd,1583,523,2,1058,61,35,67.34442390634628,67.03142756721184,0.6734,0.6703,1623,True,ok,3221226505
G13-seed3,G13,IEMOCAP,MM-DFN+AMBER,"(0.3,0.5,0.7)",seed3,run_logs/G13/G13-seed3.log,1390b09cac1266a0beca309acc66d3a8abe8a17dd113e9928755e480eafdc890,097ac2c02289956e885f777864279e3ec33a24bf261a4370da4d27454e7ca675,1199,395,2,802,45,19,68.57670979667283,67.91813069774959,0.6858,0.6792,1623,True,ok,3221226505
G13-seed4,G13,IEMOCAP,MM-DFN+AMBER,"(0.3,0.5,0.7)",seed4,run_logs/G13/G13-seed4.log,6a197cde3d5bca3764cc701c4dad97f6f0e85b1f3ff93c2f715e0e6c1e6de7ab,06c450e046dbe72d06f8e8114012d6cb188c53b915c79486130e33abbedec25a,1199,395,2,802,45,19,66.60505237215034,66.35558019568307,0.6661,0.6636,1623,True,ok,3221226505
G13-seed5,G13,IEMOCAP,MM-DFN+AMBER,"(0.3,0.5,0.7)",seed5,run_logs/G13/G13-seed5.log,02060e01f5004476a82a5d99dfcfbdbe363435c53ff1cdf85ff340cbdc75d22c,cc979526edb6ad3baeb6f917d54750ddd42e3a43d8fc8c7a855b7c30b9a9a13e,1175,387,2,786,44,18,67.34442390634628,66.88653618642803,0.6734,0.6689,1623,True,ok,3221226505
G14-seed1,G14,IEMOCAP,MM-DFN+AMBER,"(0.3,0.7,0.5)",seed1,run_logs/G14/G14-seed1.log,432828f27f6091e9e7b56b93f16242c7d0a67269b1fd6b8e460176415406b9d4,970e3bc56e7a6a6bcc910627d446988b553b4010a7495cc2795e286d3029466a,1799,595,2,1202,70,44,66.05052372150338,65.55915424190374,0.6605,0.6556,1623,True,ok,3221226505
G14-seed2,G14,IEMOCAP,MM-DFN+AMBER,"(0.3,0.7,0.5)",seed2,run_logs/G14/G14-seed2.log,3badfc85388b6f50d4fd4f636d6455951de9db2bded4008a5dd2cddb86b365d5,29b9037e5b40b235b7a13c1288d581f6de25eae7cd6d7c45ef31615eecca26e8,1535,507,2,1026,59,33,64.20209488601355,63.4921260365921,0.642,0.6349,1623,True,ok,3221226505
G14-seed3,G14,IEMOCAP,MM-DFN+AMBER,"(0.3,0.7,0.5)",seed3,run_logs/G14/G14-seed3.log,11b4c81d495693def69aed88b00de7377378bdb43aadb5737788482da0add0de,9450bca88ec38815d7b2a5f44ce2fbb82e7ac9392d0891197d91c9c2c65b076a,1223,403,2,818,46,20,64.75662353666051,64.4648494293088,0.6476,0.6446,1623,True,ok,3221226505
G14-seed4,G14,IEMOCAP,MM-DFN+AMBER,"(0.3,0.7,0.5)",seed4,run_logs/G14/G14-seed4.log,f125cb605c0cc14809d40e7bae86e543222bd217e9ffc79a7631febba87fd8fc,30fb1bd3ee0c9eed603e347c670cdaa060dd1ed0f3e99893b40d5986784022db,1151,379,2,770,43,17,65.86568083795441,65.25589134337142,0.6587,0.6526,1623,True,ok,3221226505
G14-seed5,G14,IEMOCAP,MM-DFN+AMBER,"(0.3,0.7,0.5)",seed5,run_logs/G14/G14-seed5.log,272db3e4711563dd29159c8ea06b5599f043118c6a17432e0ecce6ec232fec75,fd29771383e65f720d8eff13bfda7f76f729ea49b8824c836672ba495bf6c6dd,1943,643,2,1298,76,50,64.14048059149722,63.29875090817909,0.6414,0.633,1623,True,ok,3221226505
G15-seed1,G15,IEMOCAP,MM-DFN+AMBER,"(0.5,0.3,0.7)",seed1,run_logs/G15/G15-seed1.log,933fe8b777704fe395f3bbebacc610742b10a250f24c667123b002dc146a751c,3bd308811f79e2117c599cba235c1309bfe5d2dc127b0f6575dbee7c767389a9,1247,411,2,834,47,21,68.02218114602587,67.75203317053749,0.6802,0.6775,1623,True,ok,3221226505
G15-seed2,G15,IEMOCAP,MM-DFN+AMBER,"(0.5,0.3,0.7)",seed2,run_logs/G15/G15-seed2.log,5311fb0b8bdd1e572ddbea5599eb1a99dfe0bdab403efea9d235d68e237b9b43,e222a5f55b311e29187a7103ea08fd577b7067aecee489e0a441e9201cb9969e,1151,379,2,770,43,17,67.52926678989526,67.15352225951497,0.6753,0.6715,1623,True,ok,3221226505
G15-seed3,G15,IEMOCAP,MM-DFN+AMBER,"(0.5,0.3,0.7)",seed3,run_logs/G15/G15-seed3.log,6f0d894cc3043b2b36bf845a2bf18d6be968acaf031116c174019c4e7da26349,d468dbc7084d1ef4600a22e753363756343bf2ed01c04d920f62ab7430503b47,1223,403,2,818,46,20,68.82316697473814,68.21791779533261,0.6882,0.6822,1623,True,ok,3221226505
G15-seed4,G15,IEMOCAP,MM-DFN+AMBER,"(0.5,0.3,0.7)",seed4,run_logs/G15/G15-seed4.log,1f6e7b41f1dc42823d68d86d8f745b9413db53cf2116dd0add608d272728f898,666c6bdf1f72f46b93f7b975a0104cde7066daf8266323c163e36c50d790d7eb,1175,387,2,786,44,18,69.37769562538509,69.37554126835803,0.6938,0.6938,1623,True,ok,3221226505
G15-seed5,G15,IEMOCAP,MM-DFN+AMBER,"(0.5,0.3,0.7)",seed5,run_logs/G15/G15-seed5.log,e9f7b5e570aaba95bea7ac9274ac254f7d20f3e3d2a677a9ab725e61bdc5ceeb,11f19d3cfa58a47778f2a5d7548c1a8b20833a1a76a4512efcb24c5ea1ce62cb,1151,379,2,770,43,17,68.39186691312385,68.08306319721152,0.6839,0.6808,1623,True,ok,3221226505
G16-seed1,G16,IEMOCAP,MM-DFN+AMBER,"(0.5,0.7,0.3)",seed1,run_logs/G16/G16-seed1.log,a9127f9bcfe2e44badaf479debc0e274314bd5348a8d163b14765c5cb5d9032a,b0d62a0417d27b2a9504b13281a6f0c1949b36e13f3d25727583926a14ab2ce0,1175,387,2,786,44,18,65.68083795440542,64.87022739564956,0.6568,0.6487,1623,True,ok,3221226505
G16-seed2,G16,IEMOCAP,MM-DFN+AMBER,"(0.5,0.7,0.3)",seed2,run_logs/G16/G16-seed2.log,09d902ce54608d8abe934afcddbe02274a9c29ca6b4fa06d588eea709cc437bf,38cf52c6a8bc6b3dd6b19c0d499b74a119c9f57f5ffb1f80e93640cc788d7e83,1247,411,2,834,47,21,64.32532347504622,63.826397614441724,0.6433,0.6383,1623,True,ok,3221226505
G16-seed3,G16,IEMOCAP,MM-DFN+AMBER,"(0.5,0.7,0.3)",seed3,run_logs/G16/G16-seed3.log,f4caebcbda1599010c009dae7ee0f044d30dab58f8c9b0d066a50d2e910ba0d7,64e43ae4773e60a6a5a99862b81f5f07be659536630dcf361aa8aa3bf142ce2c,1199,395,2,802,45,19,64.51016635859519,63.73762385637149,0.6451,0.6374,1623,True,ok,3221226505
G16-seed4,G16,IEMOCAP,MM-DFN+AMBER,"(0.5,0.7,0.3)",seed4,run_logs/G16/G16-seed4.log,9f0e1fd8d38ecd74eefdcc4eb514fe6a03a79d58c31d3924c35dc443a0f60bd7,a8a7b5ee59e2f314f61a299360389b0aec20b823ad189e82719cae42cb765743,1271,419,2,850,48,22,65.06469500924214,64.51933679581443,0.6506,0.6452,1623,True,ok,3221226505
G16-seed5,G16,IEMOCAP,MM-DFN+AMBER,"(0.5,0.7,0.3)",seed5,run_logs/G16/G16-seed5.log,ef3804c17c6d8e7fc478bddc8946c7e20ebb7e76eeebbee79330870fd05271d5,bfa20a73195395141bdb15982b2cf1f3253e038a44e489d709a2cc03e64dea2e,1367,451,2,914,52,26,63.709180529882936,63.363426407585486,0.6371,0.6336,1623,True,ok,3221226505
G17-seed1,G17,IEMOCAP,MM-DFN+AMBER,"(0.7,0.3,0.5)",seed1,run_logs/G17/G17-seed1.log,eb48e9c17171269211670bff21285cc58e88ae8e590cd4d73f28ad1e07fd15e5,dd8e3d0d7e711c054a6e8f1b9b8eff7b743456f3d00eb24ff053f9b36aa48688,1247,411,2,834,47,21,68.0837954405422,67.97248348993719,0.6808,0.6797,1623,True,ok,3221226505
G17-seed2,G17,IEMOCAP,MM-DFN+AMBER,"(0.7,0.3,0.5)",seed2,run_logs/G17/G17-seed2.log,c312ae1f6c2bb17cd85dedbc01eba8cdeb1ebe738ed94c588d5822cca0b29c7b,dd0e63433ffea804541df1f17a29174b71227a70c76b8f66ad826986d705aea8,1247,411,2,834,47,21,68.63832409118915,68.2688763846233,0.6864,0.6827,1623,True,ok,3221226505
G17-seed3,G17,IEMOCAP,MM-DFN+AMBER,"(0.7,0.3,0.5)",seed3,run_logs/G17/G17-seed3.log,10395a02e41882ed5f59a16e02525516da442939a8e4eeca3a5dd42bbaeadb7c,f57c46c12bcf710d81bb16123c5c73d317ab963cda457d6faa66a004321e2802,1007,331,2,674,37,11,67.15958102279728,66.8624492442589,0.6716,0.6686,1623,True,ok,3221226505
G17-seed4,G17,IEMOCAP,MM-DFN+AMBER,"(0.7,0.3,0.5)",seed4,run_logs/G17/G17-seed4.log,6de44255c863c52131abcc6b1cca7b914a9a4a242c574212b55951f23ea95ecd,81ef048ffd63ced356f5eaf0e448ae2bc2086bc4722791fb18bb0b6354474121,1151,379,2,770,43,17,67.15958102279728,67.10345351671776,0.6716,0.671,1623,True,ok,3221226505
G17-seed5,G17,IEMOCAP,MM-DFN+AMBER,"(0.7,0.3,0.5)",seed5,run_logs/G17/G17-seed5.log,a75a1c6f5884ab3ff511fd6ccf02eebc41c7e38a3ffda5e8865947041310c9a1,115302f5547668a1efcc0481d8efe28c88f1560c9beee478bd807fcdcfb92998,1439,475,2,962,55,29,67.22119531731362,66.8231590947111,0.6722,0.6682,1623,True,ok,3221226505
G18-seed1,G18,IEMOCAP,MM-DFN+AMBER,"(0.7,0.5,0.3)",seed1,run_logs/G18/G18-seed1.log,b7a69bc90df51f935b75589bf7a53533b7a685b08b5f179e5c004e0f6290c062,ec7e83377d05b953ba2f5f95afe6f81c23802b17bf42c38bf5475a3b1463f541,1247,411,2,834,47,21,66.66666666666666,65.96822567271182,0.6667,0.6597,1623,True,ok,3221226505
G18-seed2,G18,IEMOCAP,MM-DFN+AMBER,"(0.7,0.5,0.3)",seed2,run_logs/G18/G18-seed2.log,478413f9926ee09fd16f15a8eb199f1d607b459af49de25dc3e3005aac955317,6288d0a81928657f1a61a51774bb7a9d82befff4ef01c281752bf1ff9f6bc585,1079,355,2,722,40,14,66.29698089956871,66.22434969869082,0.663,0.6622,1623,True,ok,3221226505
G18-seed3,G18,IEMOCAP,MM-DFN+AMBER,"(0.7,0.5,0.3)",seed3,run_logs/G18/G18-seed3.log,cadcefa3d15094ea13c1d710cee6f7f444973571901104c1a2181c531f5411ce,584475da691cf55950a1f98bacbf3a8ea44aa2c6b02c3ef6630affb268a4f06e,1151,379,2,770,43,17,65.55760936537277,65.56929771386022,0.6556,0.6557,1623,True,ok,3221226505
G18-seed4,G18,IEMOCAP,MM-DFN+AMBER,"(0.7,0.5,0.3)",seed4,run_logs/G18/G18-seed4.log,083144971645a3925a5efbbf9436b04bb46630cf9bde4ee65c9c49ad1209b74d,a7b6df57649377f1ec4591047d2bbc88f4467b78c247f234124873c0da39cc67,1151,379,2,770,43,17,66.66666666666666,65.83444130190134,0.6667,0.6583,1623,True,ok,3221226505
G18-seed5,G18,IEMOCAP,MM-DFN+AMBER,"(0.7,0.5,0.3)",seed5,run_logs/G18/G18-seed5.log,3965a3ba2ac9c18c23341c98e6447f501ec5b0539c09a54392a83a054153391b,763a4074b9a38fd092d9078acb495b7c8b96be33117cd792dfd0b34c1a3a8a69,1391,459,2,930,53,27,67.28280961182995,66.10794186500078,0.6728,0.6611,1623,True,ok,3221226505
G19-seed1,G19,CMU-MOSEI,GCNet+AMBER,"(0.3,0.5,0.7)",seed1,run_logs/G19/G19-seed1.log,44a01ba7ac7945729a49aee7fd110825bcc6f4103049b798a6d16dd020754ab8,366e5824613ff75536453fea024ed69994d84bdc2b074835b2671cbe412463d5,7074,219,3,6852,24,13,82.00330214639516,81.72936007557827,0.6995,0.6888,4659,False,ok,3221226505
G19-seed2,G19,CMU-MOSEI,GCNet+AMBER,"(0.3,0.5,0.7)",seed2,run_logs/G19/G19-seed2.log,4fa802b226d0d66ba7b9e9762b99cebc3b2a4765ee7301505a5ceaac7b318660,a3c95633f28e0289c5f817d30ffe875e54820cd8bc9dbf40d478790363fefffd,7327,227,3,7097,25,14,81.7556411667584,81.39365752840372,0.6965,0.6845,4659,False,ok,3221226505
G19-seed3,G19,CMU-MOSEI,GCNet+AMBER,"(0.3,0.5,0.7)",seed3,run_logs/G19/G19-seed3.log,f4d2d32bd55bc4d62586ce973b33dc82b4ca65b75e47dde6984c023629db53c1,28c3cb8c2d31a2d812deee6635ddd3c7417407f7a59f37989bc92975c9d745c4,8197,251,3,7943,28,17,82.11337369290038,81.96437509557731,0.7186,0.7119,4659,False,ok,3221226505
G19-seed4,G19,CMU-MOSEI,GCNet+AMBER,"(0.3,0.5,0.7)",seed4,run_logs/G19/G19-seed4.log,ebafb12da0c465fe3c7ebba643b5ac776b475fcbf2b4e83f22dbcdd9dfb9a55a,37ef01d3534c65ad25d250bdfb395d4342331c60aa9520fbae71184f9b225e1f,7903,243,3,7657,27,16,81.50798018712163,81.51355428983244,0.7203,0.7159,4659,False,ok,3221226505
G19-seed5,G19,CMU-MOSEI,GCNet+AMBER,"(0.3,0.5,0.7)",seed5,run_logs/G19/G19-seed5.log,9d25260cf8db22a7b963bb93db885946f5c5b921256db984f032f2ca3f2af657,fee104ec364b0cd86b13c174a78e1574558942a5a267b248e1bb564cdfe42dc0,10803,323,3,10477,37,26,81.452944413869,81.38152958845131,0.7038,0.6968,4659,False,ok,3221226505
G20-seed1,G20,CMU-MOSEI,GCNet+AMBER,"(0.3,0.7,0.5)",seed1,run_logs/G20/G20-seed1.log,8e87f75292d5531576c5e8b558261055db8169fd90149d2d6cdc51ff4e274cad,bf7e3bbcc6e488d500de965cd89ceab4639d49fdd2245f3740eef29ba5ca0daa,9359,283,3,9073,32,21,79.38910291689598,79.29385916288727,0.7019,0.696,4659,False,ok,3221226505
G20-seed2,G20,CMU-MOSEI,GCNet+AMBER,"(0.3,0.7,0.5)",seed2,run_logs/G20/G20-seed2.log,77418c5569858c36da3cce68229ac9211ad5737c894778239036be8f744a3c6b,125265e5ccd68633854a12e1b32e1250880800ed7d95b430bab8eb902c02f81d,7335,227,3,7105,25,14,80.68244358833242,80.60806197491516,0.7094,0.7036,4659,False,ok,3221226505
G20-seed3,G20,CMU-MOSEI,GCNet+AMBER,"(0.3,0.7,0.5)",seed3,run_logs/G20/G20-seed3.log,51816ff038761530d0543cedc5d0e09f413e4c1803f51651cc147cf0d62f9300,90578ccd112f550e6bce6461398a6b80f2fc54a6783d62208fe5815fba283e00,8226,251,3,7972,28,17,79.38910291689598,79.06415051972841,0.6873,0.677,4659,False,ok,3221226505
G20-seed4,G20,CMU-MOSEI,GCNet+AMBER,"(0.3,0.7,0.5)",seed4,run_logs/G20/G20-seed4.log,6cb81c861a8b2c67739ebe3ed9797299864cee50b6e41e8bd36844751cfbcd27,103874102e8c3c5b57a5d2c76d9e3952bf160e9e9cd0e1e7ccddbfb138f275c5,7921,243,3,7675,27,16,79.52669235002752,79.01330301374674,0.6761,0.6615,4659,False,ok,3221226505
G20-seed5,G20,CMU-MOSEI,GCNet+AMBER,"(0.3,0.7,0.5)",seed5,run_logs/G20/G20-seed5.log,c0509ada1374090dad0ca34692388160f9bd8141dc6457729a58e59395865609,33580c02619e4ed164caf7b68c33a17328ccaa6c8fb00828d126271fd7685d71,11967,355,3,11609,41,30,78.97633461750138,78.99516014707888,0.7042,0.7,4659,False,ok,3221226505
G21-seed1,G21,CMU-MOSEI,GCNet+AMBER,"(0.5,0.3,0.7)",seed1,run_logs/G21/G21-seed1.log,f268556b028ebf9019213d6d9095062a9e7dbdaba742ba95a698178bab24fc95,4432746dfd228370431ad0ba13b13eb6a3f6419ff08d9d9d0ed42118ce8bf65a,7345,227,3,7115,25,14,83.7369290038525,83.5290022054826,0.7139,0.7043,4659,False,ok,3221226505
G21-seed2,G21,CMU-MOSEI,GCNet+AMBER,"(0.5,0.3,0.7)",seed2,run_logs/G21/G21-seed2.log,ec6611def207f3d4de69741d354fc70d3b08a45c322c7ce283d3175adfca7605,9cfe293df31813e19d49578ce4be5c7854e62e471a719d61ba4eb5ceadf28f6b,8520,259,3,8258,29,18,84.34232250963126,84.07116392730083,0.7098,0.698,4659,False,ok,3221226505
G21-seed3,G21,CMU-MOSEI,GCNet+AMBER,"(0.5,0.3,0.7)",seed3,run_logs/G21/G21-seed3.log,553d476dfac81f73c77c1252613d968009d9ec291891273911d5b665c5081a8c,45a5ecae5826bb0741d0339217add8d6db707bb51e47d986ad9fc2b9b588ad72,7035,219,3,6813,24,13,85.08530544854155,84.81859740317704,0.7229,0.7124,4659,False,ok,3221226505
G21-seed4,G21,CMU-MOSEI,GCNet+AMBER,"(0.5,0.3,0.7)",seed4,run_logs/G21/G21-seed4.log,69c5610ca5c26fb669b0d64d5905ec186f9097e8904966d93f945ec4c4e36fbb,db5b003c3405022cb52b15e04dac29e07e93ddfa873d9eed1e791c417d548793,7058,219,3,6836,24,13,84.03962575674188,83.9156648469653,0.7223,0.7147,4659,False,ok,3221226505
G21-seed5,G21,CMU-MOSEI,GCNet+AMBER,"(0.5,0.3,0.7)",seed5,run_logs/G21/G21-seed5.log,a89e897a964fa93060ff799767d36dcb0287ddcdc31279604e6ddd6a1d5d4d34,4d466eb7dab7a1f33c0a5486e8ede2709310fef6e5fcf400f23c9184071f91e6,7092,219,3,6870,24,13,83.6818932305999,83.46647607494411,0.7175,0.7085,4659,False,ok,3221226505
G22-seed1,G22,CMU-MOSEI,GCNet+AMBER,"(0.5,0.7,0.3)",seed1,run_logs/G22/G22-seed1.log,4628ec218975cfb6f00f175ec2aafa5f52f60fc5eb89e891cb712f69d6261e04,a30b83b536c3bf9778a7624d94e9e466031727514c0c0d5f11689fb7b3c327ec,9715,291,3,9421,33,22,79.38910291689598,78.99455910599322,0.689,0.6782,4659,False,ok,3221226505
G22-seed2,G22,CMU-MOSEI,GCNet+AMBER,"(0.5,0.7,0.3)",seed2,run_logs/G22/G22-seed2.log,a64c7117b5c2ea2a5e4978f7ce7b0fc4e05d550737a62c6c9ff665c0d20c9598,7a6e6b9f59c1ab54391c356b68ee87f714266b013d26f608c5775ecd3b7da862,10288,307,3,9978,35,24,78.72867363786462,78.22458750757552,0.6808,0.6683,4659,False,ok,3221226505
G22-seed3,G22,CMU-MOSEI,GCNet+AMBER,"(0.5,0.7,0.3)",seed3,run_logs/G22/G22-seed3.log,8416d32fffe6a46b2b4d8558bbe21094cc3ccc1bdbb0e9c6484966a738d4a0da,199a358c9173a816be82cc90df4bfd2efdd5a01b512599c1c06abbef1fcefc11,8505,259,3,8243,29,18,78.7011557512383,78.43544328200012,0.6813,0.6715,4659,False,ok,3221226505
G22-seed4,G22,CMU-MOSEI,GCNet+AMBER,"(0.5,0.7,0.3)",seed4,run_logs/G22/G22-seed4.log,31f87ff0c1c1ddd34f9c9dac28250029a0df5637a777634350c7a2019da5d61a,5e56699bd515e22f1fa575b87ee720a03e22b9f22a052de8a50812168fb2ae76,11402,339,3,11060,39,28,79.16895982388552,79.14486219672182,0.6901,0.6838,4659,False,ok,3221226505
G22-seed5,G22,CMU-MOSEI,GCNet+AMBER,"(0.5,0.7,0.3)",seed5,run_logs/G22/G22-seed5.log,1e9b39f4bf74efd257d2111788fa40de9e8b9a712f6a3bad01306077fd9a1d0b,f2902663f8ad0c0ba198086490eb67d9e3f349ec15ac632ad8e937739b13a59d,11380,339,3,11038,39,28,78.59108420473308,78.2322935530914,0.678,0.6669,4659,False,ok,3221226505
G23-seed1,G23,CMU-MOSEI,GCNet+AMBER,"(0.7,0.3,0.5)",seed1,run_logs/G23/G23-seed1.log,9023deecd9b8a71ea83e008592ab0bcf4fb233d6761b8110431dfba023670b8e,7c0c3cf627aae4ffc05571a9222da61b04ead46aeb08545a6afd7403962f208c,7052,219,3,6830,24,13,84.5074298293891,84.45430472278417,0.7366,0.7313,4659,False,ok,3221226505
G23-seed2,G23,CMU-MOSEI,GCNet+AMBER,"(0.7,0.3,0.5)",seed2,run_logs/G23/G23-seed2.log,7b81c2e8b8179ba36aa1935b04d2f8a4e7059bc3dd4acc8ac85f41fe9a8cdf61,dd23da16e4f7c288c29e3a12c61f74e02ce228fd46e333e1c5bdd24ecde2b8cb,6474,203,3,6268,22,11,83.87451843698403,83.63948004176522,0.716,0.7063,4659,False,ok,3221226505
G23-seed3,G23,CMU-MOSEI,GCNet+AMBER,"(0.7,0.3,0.5)",seed3,run_logs/G23/G23-seed3.log,03bea44b4d17e8b369a5969d925fa49af40438f29aa0a29fb84ecc5017b0a432,fddb85f3ebafdaf08364fd267f073c3d63f8fa84fa92fea5a37c6c93f6a483ab,7344,227,3,7114,25,14,83.95707209686296,83.73856250570073,0.722,0.7133,4659,False,ok,3221226505
G23-seed4,G23,CMU-MOSEI,GCNet+AMBER,"(0.7,0.3,0.5)",seed4,run_logs/G23/G23-seed4.log,f9ab6929c9957eccc59387d9699fa4231ade5ef488aa1382c63cb8c5dda27dc1,90c616531aa0c0f1b1198841dfcf5a05463d0cfdd6a04d48745b4d08d07a775a,7621,235,3,7383,26,15,83.79196477710512,83.68547026822884,0.722,0.7149,4659,False,ok,3221226505
G23-seed5,G23,CMU-MOSEI,GCNet+AMBER,"(0.7,0.3,0.5)",seed5,run_logs/G23/G23-seed5.log,ce513aecd29b2bd65e4606b55bad5b630fb9ce271eca21ded60397da13022fff,937c298c565043069e5dc50d84c4987a430e0c7eaacd567b93e2021b94f26d79,7634,235,3,7396,26,15,84.23225096312603,84.09941151519781,0.7216,0.7137,4659,False,ok,3221226505
G24-seed1,G24,CMU-MOSEI,GCNet+AMBER,"(0.7,0.5,0.3)",seed1,run_logs/G24/G24-seed1.log,aec2c12ca45270176e73c66d4437b0b8d001b0ea77f6fc97e9bb354d64a6a2cc,a823e93b4253e683cc3f3a4a71caa212d466c79959d54d375d47df70fe3bdd1c,8491,259,3,8229,29,18,82.47110621904238,82.33985388354377,0.7223,0.7159,4659,False,ok,3221226505
G24-seed2,G24,CMU-MOSEI,GCNet+AMBER,"(0.7,0.5,0.3)",seed2,run_logs/G24/G24-seed2.log,98d159075b3d0bbe27d40b306af99b6eba63a4d36eddab59f80669061a923f79,f37a815ebf0b64e3257089bd51ef6a1766b78d090b1288650b39d8ef085bc980,7925,243,3,7679,27,16,82.19592735277931,81.95716945416011,0.709,0.6999,4659,False,ok,3221226505
G24-seed3,G24,CMU-MOSEI,GCNet+AMBER,"(0.7,0.5,0.3)",seed3,run_logs/G24/G24-seed3.log,f1fa7425298d5b40193bd2b164803fc58ac7cc7d4dd0b7caaab2650bcbffc03e,9f04d7bf628e16325dfc5e99f467d076fb8dca5ba1fcf8fbb5727dfd819d5f4f,7956,243,3,7710,27,16,82.08585580627408,81.85310179824205,0.7038,0.6942,4659,False,ok,3221226505
G24-seed4,G24,CMU-MOSEI,GCNet+AMBER,"(0.7,0.5,0.3)",seed4,run_logs/G24/G24-seed4.log,eb6b891c6721303307d8c88cded7ad9eb4d53b1862fd9d2ce7b6e59d361ae906,053311aa95a335e66a5f6c4440bb1b2f067d1022ff3b9a58d5a5e2d7390e4e42,8252,251,3,7998,28,17,82.63621353880022,82.54690453742522,0.718,0.7115,4659,False,ok,3221226505
G24-seed5,G24,CMU-MOSEI,GCNet+AMBER,"(0.7,0.5,0.3)",seed5,run_logs/G24/G24-seed5.log,dfd8d7912708d8401699849a7ba95d1575d719724c20ae523c33daa5f594c01b,05990cfa8f292f9641e02d94498ecf471f4b7e810249c6af30a0f7d7b35f0313,8533,259,3,8271,29,18,82.14089157952668,82.09151586346255,0.7147,0.7088,4659,False,ok,3221226505
G25-seed1,G25,CMU-MOSEI,MMGCN+AMBER,"(0.3,0.5,0.7)",seed1,run_logs/G25/G25-seed1.log,df4f5657e1712b4c9b48c3f39dad865b58e77c976acf7990fa28622b64003235,7ab3bffa5708a65cdabfc72568e74c4799461f6bd73aca406ec3f80286312353,5064,163,2,4899,17,6,82.9389102916896,82.736541498992,0.8294,0.8274,3634,True,ok,3221226505
G25-seed2,G25,CMU-MOSEI,MMGCN+AMBER,"(0.3,0.5,0.7)",seed2,run_logs/G25/G25-seed2.log,4138f5ec19d8c858c516e3b36935ca8d1721e9075c640018e516a59d5e1b8e6b,d52644a162271eb6fe12fed916f895692a3c36cb58c1ff9db86b6d61400368f4,4481,147,2,4332,15,4,82.58117776554761,82.52436025333009,0.8258,0.8252,3634,True,ok,3221226505
G25-seed3,G25,CMU-MOSEI,MMGCN+AMBER,"(0.3,0.5,0.7)",seed3,run_logs/G25/G25-seed3.log,156d68de1cf03a1c12a7861dfc3f696e2fde3feb745630f2ab5e7c69c47a943a,7125c97cfd1edda689096eea8ab70ff324bf551182024277f9292049c845bfed,6525,203,2,6320,22,11,82.80132085855806,82.50347531557647,0.828,0.825,3634,True,ok,3221226505
G25-seed4,G25,CMU-MOSEI,MMGCN+AMBER,"(0.3,0.5,0.7)",seed4,run_logs/G25/G25-seed4.log,efc186db359d7ff2b9ea222e9118aa0740ffcbfd9266a0fa3901b52c8476f4c9,a15528886cb668531c6f2747d959eff419941690762d259056dca63f6c7a6fec,5940,187,2,5751,20,9,82.6086956521739,82.46382316985363,0.8261,0.8246,3634,True,ok,3221226505
G25-seed5,G25,CMU-MOSEI,MMGCN+AMBER,"(0.3,0.5,0.7)",seed5,run_logs/G25/G25-seed5.log,3bf2736d2b2480397768b46bfbb7c0ebe14f7d6ec879789a59d9c8c94499fbb3,2b9c3ec217c4b45a352cbd92cae390e6db250812b36235be7dd16a90ba6786b3,5648,179,2,5467,19,8,82.66373142542652,82.70652681921317,0.8266,0.8271,3634,True,ok,3221226505
G26-seed1,G26,CMU-MOSEI,MMGCN+AMBER,"(0.3,0.7,0.5)",seed1,run_logs/G26/G26-seed1.log,aa2c90ec7ae93bde7f2888863085772b1ad95864806d0b5198e1e45dba1e6e5b,197186f7daba54b58924826586e7e6b440decc6e50c9f695bc7eb6d22c71cb4f,5064,163,2,4899,17,6,79.88442487616952,79.54057531781483,0.7988,0.7954,3634,True,ok,3221226505
